business_name,address,phone_number,email,city,state,zip_code_postcode,website,ticker_symbol,kindex_score,doordash_url,ubereats_url,grubhub_url,business_location,latitude,longitude,category,description,owner_name,is_black_owned,is_verified,is_claimed,claimed_by_user_id,loi_signed,loi_date,is_premium,subscription_tier,tier_level,kindex_velocity,review_score,review_count,total_sentiment_score,interaction_count,established_year,is_veteran,is_ecommerce,is_farmer,is_wholesale,is_retail,is_delivery_eligible,has_flash_beacon,is_priority_pinned,is_ar_enabled,arc_asset_url,hero_image,instagram_url,facebook_url,tiktok_url,linkedin_url,marketing_tier,marketing_generations_used,scheduled_promo_date,monthly_promo_count,monthly_promo_reset_date,connection_count,opening_time,closing_time,photo_gallery
Georgetown Barbershop,"604 E University Ave, Georgetown, TX 78626",5122405415,,Georgetown,Texas,78626,https://www.facebook.com/profile.php?id=61574775278475&mibextid=ZbWKwL,GEORG,500,,,,"30.6331362, -97.6714122",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghost Hookah Lounge,"13717 Burnet Rd #325, Austin, TX 78727",7372336122,,Austin,Texas,78727,,GHOST,500,,,,"30.4376925, -97.6978",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glam And Glow By Quin LLC,"9701 Meyer Forest Dr, Houston, TX 77096",8329935000,,Houston,Texas,77096,http://glambyquin.com/,GLAMA,500,,,,"29.6744709, -95.4545414",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glam Divine Treats Soul N African Cuisine,"6788 Synott Rd, Houston, TX 77083",3463357116,,Houston,Texas,77083,https://www.glamdivinetreatssoulnafricancuisine.com/,GLAMD,500,,,,"29.7045118, -95.6153335",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glory Is Our Hair,"7011 Harwin Dr., Houston, TX 77036",7136405934,,Houston,Texas,77036,https://gloryisourhair.wixsite.com/gioh,GLORY,500,,,,"29.717724, -95.5063642",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Golden Chick,"300 N Alamo St, Refugio, TX 78377",3615267084,,Refugio,Texas,78377,http://locations.goldenchick.com/tx/refugio/1057/?utm_source=Google&utm_medium=Organic&utm_campaign=Maps,GOLDE,500,,,,"28.3083333, -97.2741667",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Golden Chick,"1215 TX-35 Bus, Rockport, TX 78382",3614501088,,Rockport,Texas,78382,http://locations.goldenchick.com/tx/rockport/1320/?utm_source=Google&utm_medium=Organic&utm_campaign=Maps,BDOWF,500,,,,"28.036166, -97.0431197",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Golden Corral Buffet & Grill,"5901 S Padre Island Dr, Corpus Christi, TX 78412",3619912838,,Corpus Christi,Texas,78412,https://www.goldencorral.com/locations/938/golden-corral-s-padre-island-drive?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=938,ZDSWN,500,,,,"27.7039039, -97.3647183",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Good Eats Southern Cuisine,"10920 Almeda Rd Ste 600, Houston, TX 77045",8326685566,,Houston,Texas,77045,https://goodeatssoutherncuisine.com/,GOODE,500,,,,"29.6625753, -95.400786",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gotti's Restaurant,"811 St Emanuel St, Houston, TX 77003",7134053500,,Houston,Texas,77003,https://www.gottis.com/,GOTTI,500,,,,"29.752163, -95.3544173",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great Clips,"3133 S Alameda St Ste 480, Corpus Christi, TX 78404",3618547328,,Corpus Christi,Texas,78404,https://salons.greatclips.com/us/tx/corpus-christi/3133-s-alameda-st?utm_source=google&utm_medium=organic&utm_campaign=gmb,GREAT,500,,,,"27.7568796, -97.3917869",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greater Austin Black Chamber of Commerce,"912 E 11Th St Suite A, Austin, TX 78702",5124591181,,Austin,Texas,78702,http://www.austinbcc.org/,WDLG1,500,,,,"30.2701024, -97.7308731",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greater Houston Black Chamber of Commerce,"4828 Loop Central Dr #1000, Houston, TX 77081",7136608299,,Houston,Texas,77081,http://www.ghbcc.com/,1R2ME,500,,,,"29.7251529, -95.4550036",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grumbles Seafood Co.,"850 Tarpon St, Port Aransas, TX 78373",3617491990,,Port Aransas,Texas,78373,https://www.grumblesseafoodco.com/,GRUMB,500,,,,"27.8397388, -97.059555",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gwendolen Wilder Author,"10539 Dugas Dr, San Antonio, TX 78245",2105197801,info@gwendolenwilderauthor.com,San Antonio,Texas,78251,www.gwendolenwilderauthor.com,GWEND,500,,,,"29.361528, -98.7371077",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hair Alchemy Salon,"Level 2, 4411 Lemmon Ave Suite 28, Dallas, TX 75219",3477519414,,Dallas,Texas,75219,https://hairalchemysalon808.com/,HAIRA,500,,,,"32.8181506, -96.8134375",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hair Braiding Corner,"1801 S Dairy Ashford Rd, Houston, TX 77077",3464543881,,Houston,Texas,77077,,HAIRB,500,,,,"29.7475194, -95.6052095",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hair by LaQuia,"5455 Richmond Ave #4044, Houston, TX 77056",,,Houston,Texas,77056,https://hairbylaquia.square.site/,973I5,500,,,,"29.7307481, -95.4729196",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hair By Sela,"400 W Parkwood Ave #104, Friendswood, TX 77546",2819009960,,Friendswood,Texas,77546,,T51W6,500,,,,"29.5080892, -95.1917898",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hair Lounge,"2700 Swiss Ave #300, Dallas, TX 75204",2148243355,,Dallas,Texas,75204,,HAIRL,500,,,,"32.7872385, -96.7874784",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hair Radiant Salon,"1130 E Red Bird Ln C, Dallas, TX 75241",2143716630,,Dallas,Texas,75241,,HAIRR,500,,,,"32.6747229, -96.8064484",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hair Tyme Beauty Lounge,"9760 S Texas 6 Ste 500, Sugar Land, TX 77498",7138558800,,Sugar Land,Texas,77498,http://www.myhairtyme.com/,HAIRT,500,,,,"29.6720275, -95.6442096",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HairBySheleen L.L.C. (Black Hair Salon In Houston),"12350 Westheimer Rd Unite H Suite 113, Houston, TX 77077",5046219277,,Houston,Texas,77077,,YUV93,500,,,,"29.7369713, -95.6002787",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harlem Nights Scratch Kitchen and Cocktails,"1320 Fitzhugh Ave, Paris, TX 75460",9037061866,,Paris,Texas,75460,https://harlemnightsparistx.com/?utm_source=google,HARLE,500,,,,"33.6727526, -95.5470426",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harrison's Landing,"108 Peoples St T-Head, Corpus Christi, TX 78401",3618818503,,Corpus Christi,Texas,78401,https://harrisonslanding.net/,HARRI,500,,,,"27.796959, -97.38892",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haystacks,"206 Main St, Sulphur Springs, TX 75482",9037418324,,Sulphur Springs,Texas,75482,https://haystackstexas.com/,HAYST,500,,,,"33.1375579, -95.6018753",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health Spa,"15908 Ranch Rd 620 N Ste B, Austin, TX 78717",5129207345,,Austin,Texas,78717,,HEALT,500,,,,"30.4887199, -97.7302379",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Healthy Hair Salon & Fashion/braids/Barbering,"9410 Walnut St Ste 110, Dallas, TX 75243",4694304033,,Dallas,Texas,75243,http://healthyhairsalonandfashion.com/,CLHED,500,,,,"32.9233312, -96.7361024",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavenly Choices,"3810 Cavalcade St, Houston, TX 77026",3462995608,,Houston,Texas,77026,,HEAVE,500,,,,"29.7999129, -95.3329919",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helena Braiding & Barber Lounge,"3425 S Shepherd Dr #330, Houston, TX 77098",3468451100,,Houston,Texas,77098,https://helenabraiding.glossgenius.com/,HELEN,500,,,,"29.7352573, -95.410373",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hester's Cafe Lamar Park,"3812 S Alameda St, Corpus Christi, TX 78411",3618551892,,Corpus Christi,Texas,78411,http://hesterscafe.com/,HESTE,500,,,,"27.7440677, -97.380142",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOME OF BEAUTY XIV,"11106 Bammel North Houston Rd B, Houston, TX 77066",8327058686,,Houston,Texas,77066,https://www.homeofbeautyxiv.com/,HOMEO,500,,,,"29.9550565, -95.498019",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hometown Seafood Padre Island,"14254 S Padre Island Dr Ste 311, Corpus Christi, TX 78418",3619493107,,Corpus Christi,Texas,78418,https://htseafoodcompany.com/n-padre-location,HOMET,500,,,,"27.6246353, -97.2205164",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honey Apple Farm,"128 W Dallas St, Canton, TX 75103",2142080755,,Canton,Texas,75103,https://honeyapplefarm.com/,HONEY,500,,,,"32.5567942, -95.8636857",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hoover's Cooking,"2002 Manor Rd, Austin, TX 78722",5124795006,,Austin,Texas,78722,https://hooverscooking.com/?utm_source=google,HOOVE,500,,,,"30.2844194, -97.7201592",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
House of Beauty Austin,"305 N Heatherwilde Blvd Ste 410, Pflugerville, TX 78660",5129392896,,Pflugerville,Texas,78660,https://www.houseofbeautyaustin.com/,HOUSE,500,,,,"30.4501011, -97.6378462",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
House of Dear,"2604 Hibernia St, Dallas, TX 75204",2143970700,,Dallas,Texas,75204,https://houseofdearhairsalon.com/,8I2UB,500,,,,"32.7960222, -96.8009082",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
House of Rock,"511 Starr St, Corpus Christi, TX 78401",3618827625,,Corpus Christi,Texas,78401,https://texashouseofrock.com/,GQ22C,500,,,,"27.7976771, -97.3953857",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Houston Black Business Consultant,"12848 Queensbury Ln #208, Houston, TX 77024",3462431611,,Houston,Texas,77024,https://houstonblackbusinessconsultant.com/,HOUST,500,,,,"29.7789437, -95.5610984",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Houston Loctician Princess Styles (Locs),"4458 W Fuqua St 120 Suite 3, Houston, TX 77045",8328820868,,Houston,Texas,77045,https://locsbyprincess.as.me/schedule/0dcee7b1,H8DN0,500,,,,"29.6138531, -95.4450607",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Houston's Finest Weave & Natural Hair Salon,"211 Cypress Creek Pkwy, Houston, TX 77090",2818366744,,Houston,Texas,77090,http://www.vagaro.com/houstonsfinest,ES3JS,500,,,,"30.0199444, -95.4313021",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Innovation Black Chamber of Commerce,"205 E Avenue D, Killeen, TX 76541",2544159951,,Killeen,Texas,76541,http://www.innovationbcc.org/,INNOV,500,,,,"31.1205585, -97.7286274",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inspired Designs Hair Salon & Barbershop Gran'D Palace,"4001 E Stan Schlueter Loop Ste 104, Killeen, TX 76542",2546802887,,Killeen,Texas,76542,https://inspireddesignshairsalonandbarber.com/,INSPI,500,,,,"31.0760835, -97.7048429",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Islands Edge Hair Salon,"15217 S Padre Island Dr, Corpus Christi, TX 78418",3612445748,,Corpus Christi,Texas,78418,,ISLAN,500,,,,"27.6029158, -97.2231665",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacque's Beauty Salon,"4841 Williams Dr Building 107, Suite 16, Georgetown, TX 78628",5128698576,,Georgetown,Texas,78628,,JACQU,500,,,,"30.6948774, -97.730982",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JaeUndreas Natural Hair Care Salon,"1536 E Anderson Ln, Austin, TX 78752",5123825007,,Austin,Texas,78752,https://jaeundreas.net/,JAEUN,500,,,,"30.332649, -97.6845295",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jason's Deli,"2200 Airport Fwy, Bedford, TX 76022",8173541511,,Bedford,Texas,76022,https://www.jasonsdeli.com/locations/tx/bedford/2200-airport-fwy/,JASON,500,,,,"32.835071, -97.1322937",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jazzie Hair Studio Hair - Trichologist,"11411 Windfern Rd Suite. 330, Houston, TX 77064",8327154860,,Houston,Texas,77064,https://blinq.me/nc3t5ED44G41OfH4WSUY,JAZZI,500,,,,"29.9331799, -95.5488083",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jess Soul Food,"810 La Salle Ave, Waco, TX 76706",2542948558,,Waco,Texas,76706,https://jesssoulfood.com/?utm_source=google,JESSS,500,,,,"31.5374021, -97.1157403",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe's Crab Shack,"444 N Shoreline Blvd, Corpus Christi, TX 78401",3619040227,,Corpus Christi,Texas,78401,https://www.joescrabshack.com/location/joes-crab-shack-corpus-lighthouse/,JOESC,500,,,,"27.794731, -97.38801",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jose Luis Salon-Domain Northside,"3100 Esperanza Crossing Suite 124, Austin, TX 78758",5124741146,,Austin,Texas,78758,http://www.joseluissalon.com/,JOSEL,500,,,,"30.4000561, -97.7230677",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journey's Hair Studio & Spa Jaeger,"14020 Telge Rd, Cypress, TX 77429",2813044224,,Cypress,Texas,77429,https://www.journeyshairstudioandspajaeger.com/,JOURN,500,,,,"29.9782415, -95.6525069",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JS International Grill,"324 E Belt Line Rd, Desoto, TX 75115",2144759637,,DeSoto,Texas,75115,https://www.jsinternational2go.com/,JSINT,500,,,,"32.5887425, -96.8517686",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JT's Grooming,"201 University Oaks Blvd Unit 300 Suite 13, Round Rock, TX 78665",5129254086,,Round Rock,Texas,78665,http://www.jts-grooming.com/,JTSGR,500,,,,"30.5552608, -97.6879243",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JuiceLand,"1340 Westheimer Rd D, Houston, TX 77006",8324879914,,Houston,Texas,77006,http://juiceland.com/,JUICE,500,,,,"29.7435383, -95.3958523",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAES Emporium,"5419 Everhart Rd, Corpus Christi, TX 78411",3618523114,,Corpus Christi,Texas,78411,,KAESE,500,,,,"27.7096905, -97.3882316",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keelys Natural Hair Studio,"1460 Dragon St, Dallas, TX 75207",6824313337,,Dallas,Texas,75207,https://www.keelysnaturalhairstudios.com/,KEELY,500,,,,"32.7914555, -96.8197474",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelatic Hair Lounge,"9430 Richmond Ave Ste B, Houston, TX 77063",7134854000,,Houston,Texas,77063,http://www.kelatichairlounge.com/,KELAT,500,,,,"29.729341, -95.531792",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kendall Karsen’s Upscale Soul Food,"3939 S Polk St #305, Dallas, TX 75224",2143762171,,Dallas,Texas,75224,https://sites.google.com/view/kendallkarsensupscalesoulfood/,KENDA,500,,,,"32.6958554, -96.8418034",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenjo Fly Fishing,"610 Sandy Ln, Port Aransas, TX 78373",3615002552,,Port Aransas,Texas,78373,http://www.kenjofly.com/,KENJO,500,,,,"27.8080988, -97.0778452",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya Nicole and the Business Builders,"1000 S Main St, Houston, TX 77002",2818103169,,Houston,Texas,77002,http://www.kenyabuildme.com/,KENYA,500,,,,"29.7258879, -95.2402103",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kessler Baking Studio Bishop Arts,"1129 N Beckley Ave, Dallas, TX 75203",2149487412,,Dallas,Texas,75203,https://www.kesslerbakingstudio.com/,KESSL,500,,,,"32.757638, -96.8232378",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHBEAUTY,"2204 Summer St Ste #118, Houston, TX 77007",8325890816,,Houston,Texas,77007,http://khbeautybridalartistry.com/,KHBEA,500,,,,"29.7731429, -95.3809501",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kicking It ATX,"3200 Palm Way #156, Austin, TX 78758",5125205558,,Austin,Texas,78758,https://kickingitatx.com/,KICKI,500,,,,"30.4033765, -97.7231411",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kimarastyles,"16151 Cairnway Dr Suite 107G, Houston, TX 77084",8772165505,,Houston,Texas,77084,https://kimarastyles.square.site/,KIMAR,500,,,,"29.8409845, -95.6444308",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kitchen + Kocktails,"1933 Elm St, Dallas, TX 75201",4694725445,,Dallas,Texas,75201,https://kitchenkocktailsusa.com/,KITCH,500,,,,"32.7825873, -96.7946248",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kulture,"701 Avenida De Las Americas Ste A, Houston, TX 77010",7133579697,,Houston,Texas,77010,https://www.opentable.com/r/kulture-restaurant-houston?corrid=50fae509-4298-4dea-aa45-617d784e66a4&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2023-11-16T19%3A00%3A00,KULTU,500,,,,"29.7545608, -95.3569276",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Diva Hair Salon,"25145 Star Ln, Katy, TX 77494",7134830660,,Katy,Texas,77494,http://ladivahairsalon25.booksy.com/,LADIV,500,,,,"29.7750786, -95.8037224",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lace Me by J Lacy,"9100 N Central Expy Suite 190 # 38, Dallas, TX 75231",2146132903,,Dallas,Texas,75231,http://www.salonlaceme.com/,LACEM,500,,,,"32.8725497, -96.7689732",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lady Ayri Natural Hair Care LLC,"3232 Fondren Rd, Houston, TX 77063",8322653792,,Houston,Texas,77063,http://www.ladyayri.com/,LADYA,500,,,,"29.7294189, -95.5211444",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamar & Niki's Pit Barbecue and Soul Food,"2516 Texas Ave, Bryan, TX 77802",9797759059,,Bryan,Texas,77802,http://lamarandnikis.com/,LAMAR,500,,,,"30.6470259, -96.3578703",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Landry's Seafood House,"600 N Shoreline Blvd, Corpus Christi, TX 78401",3618826666,,Corpus Christi,Texas,78401,https://www.landrysseafood.com/location/landrys-seafood-corpus-christi/,LANDR,500,,,,"27.7978026, -97.3890314",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lashing Out Ink Academy,"544 W Veterans Memorial Blvd Ste 210, Harker Heights, TX 76548",2542130786,,Harker Heights,Texas,76548,http://www.lashingoutinkacademy.com/,LASHI,500,,,,"31.0912712, -97.6727696",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lather and Mane,"4622 Nolda St, Houston, TX 77007",3138505889,,Houston,Texas,77007,http://designsbytabatha.weebly.com/,LATHE,500,,,,"29.7764817, -95.408338",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lather Rinse Repeat Salon & Studios,"3000 Joe Dimaggio Blvd Ste 82 Bldg. 2200, Round Rock, TX 78665",7379907880,,Round Rock,Texas,78665,http://www.latherrinserepeatsalon.com/,9SHHN,500,,,,"30.5252399, -97.6371765",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lazy Beach Brewing and Cafe,"7522 Bichon Dr #100, Corpus Christi, TX 78414",3616935347,,Corpus Christi,Texas,78414,http://lazybeachbrewing.com/,LAZYB,500,,,,"27.6534491, -97.372322",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LE Meals,"5610 N Interstate Hwy 35, Austin, TX 78751",5127369174,,Austin,Texas,78751,https://www.lemeals.net/,LEMEA,500,,,,"30.3161497, -97.7084916",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legendary Cuts Barbershop,"4700 Loyola Ln Unit 107, Austin, TX 78723",5129531360,,Austin,Texas,78723,http://www.legendarycutsaustin.com/,LEGEN,500,,,,"30.3097183, -97.6662324",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lejeune Skin & Body Care,"301 Hesters Crossing Rd Suite 140, Building A, Round Rock, TX 78681",5129682847,,Round Rock,Texas,78681,https://www.lejeuneskinspa.com/,LEJEU,500,,,,"30.4868997, -97.6803741",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Level Up Barbershop,"1300 Gattis School Rd Suit 300, Round Rock, TX 78664",5123569007,,Round Rock,Texas,78664,http://worldwideblendz.booksy.com/a/,LEVEL,500,,,,"30.4967043, -97.6644728",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loc'd N Studios,"2340 Texas Pkwy, Missouri City, TX 77489",7132949817,,Missouri City,Texas,77489,https://www.locdnstudios.com/,LOCDN,500,,,,"29.5938109, -95.5276605",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loc's 101 Dreadlock Studio,"1105 Chicon St, Austin, TX 78702",5123187367,,Austin,Texas,78702,https://www.facebook.com/locs101studio,LOCS1,500,,,,"30.2665494, -97.7201561",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lost & Found,"160 W Gray St, Houston, TX 77019",8326493050,,Houston,Texas,77019,https://www.lostandfoundmidtown.com/,LOSTF,500,,,,"29.7534725, -95.3809497",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lubellas patisserie LLC,"10323 Ferguson Rd, Dallas, TX 75228",4699781801,,Dallas,Texas,75228,https://www.lubellaspatisserie.com/,LUBEL,500,,,,"32.8361585, -96.6726514",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucille's,"5512 La Branch St, Houston, TX 77004",7135682505,,Houston,Texas,77004,https://www.lucilleshouston.net/,LUCIL,500,,,,"29.7238227, -95.3850641",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUX Beauty & Bridal,"10515 N Mopac Expy Ste 320, Austin, TX 78759",9033544821,,Austin,Texas,78759,http://www.luxbeautyandbridal.com/,LUXBE,500,,,,"30.391729, -97.731274",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxe Aveda Concept Salon,"5638 Saratoga Blvd #112, Corpus Christi, TX 78414",3619915893,,Corpus Christi,Texas,78414,http://www.luxecorpuschristi.com/,LUXEA,500,,,,"27.6851399, -97.3810309",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
